OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,SendBy,Freight,ShipCountry
10583,WARTH,2,7/31/2019,8/28/2019,8/4/2019,2,7.28,Finland
10584,BLONP,4,7/31/2019,8/28/2019,8/4/2019,1,59.14,France
10585,WELLI,7,8/1/2019,8/29/2019,8/10/2019,1,13.41,Brazil
10586,REGGC,9,8/2/2019,8/30/2019,8/9/2019,1,0.48,Italy
10587,QUEDE,1,8/2/2019,8/30/2019,8/9/2019,1,62.52,Brazil
10588,QUICK,2,8/3/2019,8/31/2019,8/10/2019,3,194.67,Germany
10589,GREAL,8,8/4/2019,9/1/2019,8/14/2019,5,4.42,USA
10590,MEREP,4,8/7/2019,9/4/2019,8/14/2019,3,44.77,Canada
10591,VAFFE,1,8/7/2019,8/21/2019,8/16/2019,1,55.92,Denmark
10592,LEHMS,3,8/8/2019,9/5/2019,8/16/2019,1,32.1,Germany
10593,LEHMS,7,8/9/2019,9/6/2019,9/13/2019,2,174.2,Germany
10594,OLDWO,3,8/9/2019,9/6/2019,8/16/2019,2,5.24,USA
10595,ERNSH,2,8/10/2019,9/7/2019,8/14/2019,1,96.78,Austria
10596,WHITC,8,8/11/2019,9/8/2019,9/12/2019,1,16.34,USA
10597,PICCO,7,8/11/2019,9/8/2019,8/18/2019,3,35.12,Austria
10598,RATTC,1,8/14/2019,9/11/2019,8/18/2019,3,44.42,USA
10599,BSBEV,6,8/15/2019,9/26/2019,8/21/2019,3,29.98,UK
10600,HUNGC,4,8/16/2019,9/13/2019,8/21/2019,1,45.13,USA
10601,HILAA,7,8/16/2019,9/27/2019,8/22/2019,1,58.3,Venezuela
10602,VAFFE,8,8/17/2019,9/14/2019,8/22/2019,2,2.92,Denmark
10603,SAVEA,8,8/18/2019,9/15/2019,9/8/2019,2,48.77,USA
10604,FURIB,1,8/18/2019,9/15/2019,8/29/2019,1,7.46,Portugal
10605,MEREP,1,8/21/2019,9/18/2019,8/29/2019,5,379.13,Canada
10606,TRADH,4,8/22/2019,9/19/2019,8/31/2019,3,79.4,Brazil
10607,SAVEA,5,8/22/2019,9/19/2019,8/25/2019,1,200.24,USA
10608,TOMSP,4,8/23/2019,9/20/2019,9/1/2019,2,27.79,Germany
10609,DUMON,7,8/24/2019,9/21/2019,8/30/2019,2,1.85,France
10610,LAMAI,8,8/25/2019,9/22/2019,9/6/2019,1,26.78,France
10611,WOLZA,6,8/25/2019,9/22/2019,9/1/2019,2,80.65,Poland
10612,SAVEA,1,8/28/2019,9/25/2019,9/1/2019,2,544.08,USA
10613,HILAA,4,8/29/2019,9/26/2019,9/1/2019,2,8.11,Venezuela
10614,BLAUS,8,8/29/2019,9/26/2019,9/1/2019,3,1.93,Germany
10615,WILMK,2,8/30/2019,9/27/2019,9/6/2019,4,0.75,Finland
10616,GREAL,1,8/31/2019,9/28/2019,9/5/2019,2,116.53,USA
10617,GREAL,4,8/31/2019,9/28/2019,9/4/2019,4,18.53,USA
10618,MEREP,1,9/1/2019,10/13/2019,9/8/2019,1,154.68,Canada
10619,MEREP,3,9/4/2019,10/2/2019,9/7/2019,3,91.05,Canada
10620,LAUGB,2,9/5/2019,10/3/2019,9/14/2019,3,0.94,Canada
10621,ISLAT,4,9/5/2019,10/3/2019,9/11/2019,2,23.73,UK
10622,RICAR,4,9/6/2019,10/4/2019,9/11/2019,3,50.97,Brazil
10623,FRANK,8,9/7/2019,10/5/2019,9/12/2019,2,97.18,Germany
10624,THECR,4,9/7/2019,10/5/2019,9/19/2019,2,94.8,USA
10625,ANATR,3,9/8/2019,10/6/2019,9/14/2019,1,43.9,Mexico
10626,BERGS,1,9/11/2019,10/9/2019,9/20/2019,2,138.69,Sweden
10627,SAVEA,8,9/11/2019,10/23/2019,9/21/2019,3,107.46,USA
10628,BLONP,4,9/12/2019,10/10/2019,9/20/2019,3,30.36,France
10629,GODOS,4,9/12/2019,10/10/2019,9/20/2019,3,85.46,Spain
10630,KOENE,1,9/13/2019,10/11/2019,9/19/2019,2,32.35,Germany
10631,LAMAI,8,9/14/2019,10/12/2019,9/15/2019,5,0.87,France
10632,WANDK,8,9/14/2019,10/12/2019,9/19/2019,1,41.38,Germany
10633,ERNSH,7,9/15/2019,10/13/2019,9/18/2019,3,477.9,Austria
10634,FOLIG,4,9/15/2019,10/13/2019,9/21/2019,4,487.38,France
10635,MAGAA,8,9/18/2019,10/16/2019,9/21/2019,3,47.46,Italy
10636,WARTH,4,9/19/2019,10/17/2019,9/26/2019,1,1.15,Finland
10637,QUEEN,6,9/19/2019,10/17/2019,9/26/2019,1,201.29,Brazil
10638,LINOD,3,9/20/2019,10/18/2019,10/2/2019,1,158.44,Venezuela
10639,SANTG,7,9/20/2019,10/18/2019,9/27/2019,3,38.64,Norway
10640,WANDK,4,9/21/2019,10/19/2019,9/28/2019,1,23.55,Germany
10641,HILAA,4,9/22/2019,10/20/2019,9/26/2019,2,179.61,Venezuela
10642,SIMOB,7,9/22/2019,10/20/2019,10/6/2019,3,41.89,Denmark
10643,ALFKI,6,9/25/2019,10/23/2019,10/3/2019,1,29.46,Germany
10644,WELLI,3,9/25/2019,10/23/2019,10/2/2019,2,0.14,Brazil
10645,HANAR,4,9/26/2019,10/24/2019,10/3/2019,1,12.41,Brazil
10646,HUNGO,9,9/27/2019,11/8/2019,10/4/2019,5,142.33,Ireland
10647,QUEDE,4,9/27/2019,10/11/2019,10/4/2019,2,45.54,Brazil
